transaction_id,items
1643,"Butter, Milk, Juice, Biscuits, Carrots, Beef, Flour"
1644,"Eggs, Carrots, Tomatoes, Beef, Oranges"
1645,"Chicken, Juice, Pasta, Carrots"
1646,"Chocolate, Eggs, Beef, Salt"
1647,"Cheese, Oil, Juice, Beef, Butter"
1648,"Bread, Cheese, Eggs, Rice, Carrots"
1649,"Tomatoes, Salt, Oranges"
1650,"Bananas, Salt, Oil, Juice, Yogurt, Soda, Butter"
1651,"Rice, Yogurt, Oil, Potatoes, Salt, Sugar, Apples"
1652,"Chicken, Potatoes, Sugar, Bananas, Eggs, Apples, Biscuits"
1653,"Pasta, Bananas, Cereal, Flour, Salt, Fish"
1654,"Soda, Oil, Oranges, Pasta, Grapes"
1655,"Rice, Sugar, Butter, Eggs, Tea, Beef, Chocolate"
1656,"Sugar, Onions, Oil"
1657,"Tea, Oil"
1658,"Apples, Cereal, Grapes"
1659,"Tomatoes, Chicken, Apples, Beef, Chocolate, Rice"
1660,"Rice, Tea, Cereal, Apples"
1661,"Fish, Oranges, Apples, Beef, Cheese"
1662,"Soda, Pasta, Bread, Tea"
1663,"Pasta, Bananas, Juice, Chocolate, Oil, Cereal, Coffee"
1664,"Cheese, Cereal, Grapes, Rice"
1665,"Cheese, Oil, Milk, Oranges, Flour"
1666,"Cheese, Eggs, Butter"
1667,"Bread, Juice, Coffee, Potatoes, Pasta, Oil, Biscuits"
1668,"Flour, Oil, Potatoes"
1669,"Juice, Potatoes, Tomatoes"
1670,"Chocolate, Tea, Onions, Flour, Pasta"
1671,"Potatoes, Onions, Beef, Salt, Coffee, Tomatoes"
1672,"Butter, Tea, Soda"
1673,"Cereal, Chicken, Flour"
1674,"Eggs, Cereal, Beef, Cheese, Butter, Potatoes, Coffee"
1675,"Bananas, Sugar, Onions"
1676,"Cheese, Soda, Chicken, Eggs, Apples, Tomatoes, Oil"
1677,"Pasta, Tea, Butter"
1678,"Sugar, Milk, Oil, Beef"
1679,"Juice, Fish"
1680,"Oranges, Potatoes, Chicken, Pasta, Yogurt, Salt, Rice"
1681,"Oil, Fish, Beef, Tomatoes, Potatoes"
1682,"Bread, Flour, Chocolate, Potatoes, Tomatoes"
1683,"Yogurt, Pasta, Milk, Potatoes"
1684,"Sugar, Beef, Chicken, Cereal, Yogurt, Tomatoes"
1685,"Chicken, Flour, Oranges, Yogurt, Tomatoes, Coffee, Sugar"
1686,"Yogurt, Chocolate, Grapes"
1687,"Tea, Flour, Biscuits, Potatoes, Milk, Pasta, Cheese"
1688,"Tea, Cheese, Coffee, Butter"
1689,"Milk, Bananas, Cereal, Butter, Grapes, Cheese, Rice"
1690,"Potatoes, Pasta, Flour, Oranges, Cheese, Biscuits"
1691,"Milk, Beef, Fish, Butter, Cheese"
1692,"Carrots, Butter, Juice, Grapes, Oranges, Bread"
1693,"Juice, Sugar"
1694,"Pasta, Bread"
1695,"Fish, Beef, Oranges, Chocolate, Bread"
1696,"Bananas, Carrots, Chocolate, Bread"
1697,"Eggs, Apples, Yogurt, Tea, Onions, Cheese, Juice"
1698,"Chocolate, Milk, Biscuits, Yogurt"
1699,"Grapes, Tomatoes"
1700,"Juice, Cereal, Pasta"
1701,"Milk, Cereal, Carrots, Chocolate, Flour, Potatoes"
1702,"Salt, Coffee, Chocolate, Apples"
1703,"Beef, Fish, Biscuits, Flour, Potatoes"
1704,"Cereal, Pasta, Eggs"
1705,"Bananas, Tomatoes"
1706,"Apples, Biscuits, Coffee, Grapes"
1707,"Grapes, Chocolate, Rice"
1708,"Oil, Pasta, Flour, Cereal"
1709,"Pasta, Potatoes, Onions"
1710,"Salt, Pasta, Milk, Potatoes"
1711,"Sugar, Juice, Flour, Bananas, Coffee, Cheese"
1712,"Potatoes, Onions, Sugar, Milk, Salt, Eggs, Cereal"
1713,"Milk, Tomatoes, Bread, Bananas"
1714,"Yogurt, Pasta, Biscuits, Potatoes, Chocolate"
1715,"Sugar, Coffee, Chocolate, Cheese, Bread, Beef, Milk"
1716,"Butter, Rice"
1717,"Milk, Flour, Oranges, Rice, Cereal, Pasta, Yogurt"
1718,"Sugar, Potatoes, Biscuits, Carrots, Pasta, Tomatoes, Apples"
1719,"Milk, Grapes, Biscuits, Flour"
1720,"Apples, Juice, Tomatoes"
1721,"Coffee, Chocolate, Biscuits, Potatoes, Juice, Chicken"
1722,"Carrots, Oranges, Tomatoes"
1723,"Juice, Flour, Butter, Yogurt"
1724,"Oil, Milk, Salt, Potatoes"
1725,"Flour, Onions, Bananas, Bread, Cheese"
1726,"Carrots, Potatoes, Yogurt"
1727,"Juice, Flour, Soda"
1728,"Oil, Fish, Chicken, Carrots, Yogurt, Biscuits"
1729,"Bread, Chicken, Eggs, Butter, Rice, Sugar, Salt"
1730,"Tomatoes, Bread, Milk, Flour, Chicken, Biscuits, Potatoes"
1731,"Chocolate, Bananas"
1732,"Grapes, Apples, Eggs, Bread, Oranges"
1733,"Bananas, Biscuits"
1734,"Tea, Carrots"
1735,"Eggs, Milk, Cheese"
1736,"Bread, Carrots, Fish, Rice, Tomatoes, Oranges, Tea"
1737,"Cheese, Salt, Flour"
1738,"Eggs, Tomatoes"
1739,"Carrots, Bread, Oranges, Milk, Tomatoes"
1740,"Chocolate, Tomatoes"
1741,"Soda, Bananas, Chocolate, Salt, Carrots"
1742,"Beef, Rice, Apples"
1743,"Carrots, Oil, Biscuits, Grapes, Fish, Eggs, Chocolate"
1744,"Soda, Milk, Grapes, Sugar, Chocolate, Juice"
1745,"Bananas, Beef, Sugar, Chicken, Cheese"
1746,"Butter, Flour, Yogurt"
1747,"Beef, Tea, Biscuits, Chicken, Potatoes"
1748,"Beef, Coffee, Sugar, Chocolate"
1749,"Beef, Pasta, Tea, Tomatoes"
1750,"Sugar, Chicken, Milk, Coffee, Yogurt"
1751,"Biscuits, Oil, Sugar, Coffee"
1752,"Beef, Tea"
1753,"Tomatoes, Tea"
1754,"Sugar, Milk, Salt, Cereal"
1755,"Bread, Bananas, Cheese"
1756,"Grapes, Oranges, Rice, Sugar, Beef, Potatoes, Bread"
1757,"Beef, Tomatoes"
1758,"Yogurt, Tea, Onions, Grapes"
1759,"Soda, Eggs, Tomatoes, Sugar"
1760,"Beef, Carrots, Chocolate, Juice"
1761,"Salt, Tomatoes, Potatoes"
1762,"Eggs, Chicken"
1763,"Juice, Chicken, Eggs, Oil, Potatoes"
1764,"Beef, Milk"
1765,"Milk, Cheese, Grapes, Tomatoes"
1766,"Biscuits, Soda, Butter, Cheese, Carrots, Chocolate, Apples"
1767,"Eggs, Bread"
1768,"Cheese, Onions, Fish, Bread, Coffee"
1769,"Salt, Milk"
1770,"Milk, Onions, Butter, Chocolate, Beef"
1771,"Chocolate, Salt, Biscuits, Oranges, Beef"
1772,"Sugar, Juice, Carrots, Chicken"
1773,"Bread, Tea, Bananas, Chocolate, Pasta, Onions"
1774,"Onions, Chicken, Biscuits, Tea, Butter, Pasta"
1775,"Chicken, Juice, Oranges, Grapes, Yogurt, Bananas, Salt"
1776,"Tea, Milk, Chicken, Oil, Coffee, Bananas"
1777,"Fish, Biscuits, Apples"
1778,"Rice, Juice, Chocolate, Milk, Eggs, Apples"
1779,"Bread, Eggs, Soda, Sugar, Fish"
1780,"Carrots, Beef, Chicken, Sugar, Yogurt"
1781,"Pasta, Flour, Fish, Onions, Apples"
1782,"Oranges, Chicken, Bread, Fish, Sugar"
1783,"Apples, Rice, Oranges, Coffee"
1784,"Pasta, Bread, Rice, Beef, Potatoes, Carrots, Onions"
1785,"Oil, Carrots, Apples, Milk"
1786,"Carrots, Juice, Butter, Beef, Chocolate, Pasta"
1787,"Yogurt, Bread, Grapes, Apples, Oranges, Sugar"
1788,"Yogurt, Salt, Cheese, Chocolate, Beef, Sugar, Potatoes"
1789,"Soda, Yogurt, Cheese, Onions, Rice"
1790,"Biscuits, Tomatoes, Onions"
1791,"Juice, Chicken, Sugar"
1792,"Carrots, Salt, Soda, Chicken, Chocolate, Tea, Eggs"
1793,"Onions, Coffee, Potatoes"
1794,"Coffee, Fish"
1795,"Beef, Bread, Juice, Pasta"
1796,"Cheese, Pasta, Potatoes"
1797,"Milk, Onions, Carrots, Apples, Rice, Grapes"
1798,"Oil, Bananas, Milk, Juice, Rice, Bread, Pasta"
1799,"Milk, Tea, Potatoes"
1800,"Carrots, Cereal, Yogurt, Soda, Flour, Rice, Juice"
1801,"Coffee, Butter, Soda, Biscuits"
1802,"Oranges, Apples, Juice, Chocolate, Flour, Butter"
1803,"Chocolate, Sugar, Onions, Fish, Grapes, Juice, Cheese"
1804,"Juice, Chicken, Pasta"
1805,"Bananas, Carrots, Cereal, Coffee"
1806,"Grapes, Carrots, Bread, Bananas"
1807,"Salt, Cereal, Bananas, Oranges, Flour, Sugar, Biscuits"
1808,"Oranges, Flour"
1809,"Salt, Tea, Pasta"
1810,"Onions, Bananas, Coffee, Fish"
1811,"Fish, Biscuits, Apples, Oil, Coffee, Juice"
1812,"Juice, Biscuits, Tomatoes, Yogurt, Tea"
1813,"Tea, Pasta, Sugar, Oil, Bananas"
1814,"Bananas, Beef, Milk, Coffee"
1815,"Apples, Milk, Biscuits, Tea, Cereal, Yogurt"
1816,"Chocolate, Tomatoes, Potatoes, Cereal, Milk, Yogurt, Oranges"
1817,"Biscuits, Sugar, Coffee, Potatoes, Yogurt, Tea"
1818,"Bananas, Pasta, Yogurt, Coffee, Oranges"
1819,"Cheese, Flour, Butter, Potatoes"
1820,"Carrots, Apples, Juice, Yogurt, Potatoes, Biscuits, Beef"
1821,"Butter, Bananas, Juice, Chicken, Biscuits, Coffee"
1822,"Oranges, Pasta, Coffee"
1823,"Milk, Bread, Eggs, Salt"
1824,"Biscuits, Salt, Carrots, Bread"
1825,"Juice, Oil, Cheese"
1826,"Apples, Carrots, Tea, Chocolate, Cereal"
1827,"Soda, Carrots"
1828,"Pasta, Carrots, Flour, Milk"
1829,"Eggs, Oil, Apples, Chicken"
1830,"Fish, Potatoes, Juice, Coffee, Oil"
1831,"Pasta, Onions, Salt, Grapes, Rice, Biscuits"
1832,"Salt, Oil"
1833,"Cereal, Tomatoes, Chocolate, Cheese, Pasta"
1834,"Beef, Grapes, Cheese, Chocolate, Apples, Tea"
1835,"Chocolate, Tea, Chicken, Tomatoes, Potatoes"
1836,"Salt, Oil, Tomatoes, Pasta, Bread, Potatoes"
1837,"Oranges, Cheese, Biscuits, Eggs"
1838,"Fish, Flour, Soda, Rice, Milk, Eggs, Juice"
1839,"Carrots, Tea"
1840,"Onions, Carrots, Fish, Eggs"
1841,"Chocolate, Eggs"
1842,"Juice, Pasta"
1843,"Juice, Bananas, Apples"
1844,"Chocolate, Carrots, Beef"
1845,"Apples, Onions, Rice, Coffee, Chicken"
1846,"Eggs, Onions, Flour"
1847,"Juice, Soda"
1848,"Beef, Tea, Coffee, Biscuits, Potatoes"
1849,"Beef, Chocolate, Tomatoes, Potatoes, Yogurt, Oil"
1850,"Carrots, Bread, Chocolate, Chicken, Oranges, Butter, Cheese"
1851,"Onions, Potatoes, Milk, Tomatoes, Soda, Juice"
1852,"Flour, Fish, Potatoes, Grapes, Bananas, Milk, Tea"
1853,"Butter, Tea, Onions, Yogurt, Juice"
1854,"Oranges, Milk, Bread, Onions, Carrots"
1855,"Beef, Coffee, Chicken, Oranges, Eggs"
1856,"Tomatoes, Potatoes, Chicken, Onions, Soda, Cheese"
1857,"Rice, Bananas, Milk, Sugar, Oil, Juice, Bread"
1858,"Biscuits, Milk, Cereal"
1859,"Oil, Sugar, Soda, Oranges, Flour, Bananas"
1860,"Butter, Chocolate, Potatoes, Rice, Carrots, Tea"
1861,"Juice, Grapes"
1862,"Apples, Biscuits, Bread, Oranges, Beef, Sugar"
1863,"Butter, Tea"
1864,"Rice, Onions, Pasta, Juice, Grapes, Potatoes, Milk"
1865,"Cheese, Soda, Sugar, Butter, Eggs, Juice, Flour"
1866,"Pasta, Grapes"
1867,"Beef, Flour, Juice, Tea, Biscuits, Soda, Onions"
1868,"Pasta, Milk"
1869,"Tea, Yogurt, Eggs, Chicken, Oranges"
1870,"Apples, Soda, Oil, Chocolate, Salt, Sugar"
1871,"Cereal, Sugar, Oil, Tea"
1872,"Butter, Biscuits, Onions, Eggs, Bread, Sugar, Grapes"
1873,"Biscuits, Cheese, Rice"
1874,"Rice, Flour, Pasta, Bread"
1875,"Oranges, Rice, Biscuits"
1876,"Carrots, Flour, Cereal, Yogurt, Oil"
1877,"Oranges, Oil, Cheese"
1878,"Eggs, Biscuits, Carrots, Cereal, Bread"
1879,"Biscuits, Juice, Bananas, Beef"
1880,"Cheese, Chocolate, Oranges, Apples, Milk, Pasta"
1881,"Chicken, Coffee, Butter, Yogurt, Soda, Juice, Chocolate"
1882,"Flour, Chicken, Tea, Butter"
1883,"Beef, Eggs, Biscuits"
1884,"Biscuits, Potatoes, Eggs, Yogurt"
1885,"Pasta, Potatoes, Bread"
1886,"Chocolate, Rice, Yogurt"
1887,"Oranges, Carrots, Tomatoes"
1888,"Tea, Fish, Flour, Yogurt"
1889,"Cheese, Potatoes, Grapes, Coffee"
1890,"Soda, Sugar"
1891,"Oil, Sugar, Cheese, Soda, Grapes, Apples, Onions"
1892,"Chicken, Cheese, Yogurt"
1893,"Bread, Soda, Grapes"
1894,"Sugar, Soda, Flour, Tomatoes"
1895,"Oranges, Rice, Potatoes, Butter, Pasta, Bananas, Beef"
1896,"Apples, Milk, Potatoes, Carrots"
1897,"Fish, Potatoes, Pasta, Milk"
1898,"Milk, Pasta, Chicken"
1899,"Butter, Beef, Chicken, Apples"
1900,"Fish, Beef, Butter, Salt"
1901,"Yogurt, Cheese, Milk, Chocolate"
1902,"Rice, Oil, Yogurt, Eggs"
1903,"Tomatoes, Bananas, Salt"
1904,"Soda, Yogurt, Cereal, Oranges, Cheese, Chocolate, Tea"
1905,"Potatoes, Rice, Yogurt, Grapes"
1906,"Butter, Coffee, Rice, Tomatoes"
1907,"Tomatoes, Yogurt, Salt"
1908,"Biscuits, Rice"
1909,"Juice, Yogurt, Beef, Sugar, Apples, Rice"
1910,"Bread, Coffee, Flour"
1911,"Onions, Beef, Apples, Butter, Oil, Grapes"
1912,"Onions, Rice, Butter, Cereal, Juice, Sugar, Flour"
1913,"Butter, Salt, Sugar, Oranges, Grapes, Yogurt, Pasta"
1914,"Chicken, Flour, Oil, Pasta, Tea"
1915,"Yogurt, Oranges, Milk, Coffee, Tea, Biscuits, Tomatoes"
1916,"Sugar, Beef, Bananas, Eggs, Rice, Tea, Cheese"
1917,"Coffee, Sugar"
1918,"Salt, Soda, Coffee, Milk, Juice"
1919,"Potatoes, Apples"
1920,"Onions, Oil"
1921,"Oranges, Juice, Biscuits, Apples, Flour, Bananas"
1922,"Biscuits, Salt, Cheese, Yogurt"
1923,"Bananas, Pasta, Oil, Coffee, Onions, Potatoes, Soda"
1924,"Beef, Yogurt, Pasta, Milk"
1925,"Bananas, Onions, Yogurt"
1926,"Yogurt, Cereal, Bread"
1927,"Chocolate, Bread, Soda, Yogurt, Beef, Chicken, Onions"
1928,"Bananas, Eggs, Tomatoes, Bread, Flour, Chocolate, Onions"
1929,"Salt, Juice, Flour"
1930,"Grapes, Chocolate, Milk, Chicken, Oranges"
1931,"Carrots, Eggs, Cheese, Bread, Rice, Tea, Apples"
1932,"Grapes, Soda, Sugar, Fish"
1933,"Salt, Bread, Onions, Milk, Biscuits, Fish"
1934,"Soda, Juice, Chicken, Apples, Salt, Carrots, Tomatoes"
1935,"Tea, Apples, Salt, Chocolate"
1936,"Bread, Salt"
1937,"Apples, Cereal, Soda, Bananas, Bread, Fish"
1938,"Oil, Tea, Cereal, Potatoes, Fish, Bananas"
1939,"Onions, Cheese, Sugar"
1940,"Chicken, Oranges, Eggs"
1941,"Biscuits, Flour, Pasta"
1942,"Eggs, Potatoes, Bread, Cereal, Yogurt, Tea, Soda"
1943,"Cereal, Potatoes, Sugar, Oil, Soda, Apples"
1944,"Coffee, Eggs, Juice, Onions, Fish"
1945,"Oil, Juice, Milk"
1946,"Biscuits, Tea, Sugar, Tomatoes, Fish, Grapes"
1947,"Eggs, Bread, Salt"
1948,"Potatoes, Rice, Chicken"
1949,"Cheese, Tea, Yogurt, Biscuits, Eggs, Milk"
1950,"Yogurt, Cereal"
1951,"Fish, Oil, Cheese"
1952,"Cheese, Tomatoes, Potatoes"
1953,"Chocolate, Eggs, Sugar, Bread, Cereal, Pasta, Chicken"
1954,"Fish, Onions"
1955,"Bread, Cereal, Beef, Fish, Flour, Salt"
1956,"Beef, Chocolate, Potatoes"
1957,"Butter, Salt, Chocolate, Coffee"
1958,"Potatoes, Sugar, Juice, Grapes, Cereal"
1959,"Flour, Soda, Beef, Eggs, Bread, Oranges, Fish"
1960,"Chocolate, Eggs, Potatoes, Sugar, Salt, Cereal"
1961,"Cereal, Biscuits, Milk, Salt, Yogurt, Potatoes, Bananas"
1962,"Rice, Eggs"
1963,"Bread, Oranges, Soda, Juice, Tomatoes, Butter"
1964,"Beef, Flour, Cheese, Tomatoes, Grapes, Bananas, Cereal"
1965,"Pasta, Rice"
1966,"Flour, Oranges, Tea"
1967,"Oil, Bread, Apples, Flour, Cheese"
1968,"Cereal, Cheese"
1969,"Chocolate, Salt, Onions, Potatoes"
1970,"Beef, Coffee, Apples, Oranges"
1971,"Carrots, Apples, Bananas, Butter, Oranges, Rice"
1972,"Potatoes, Fish, Biscuits"
1973,"Sugar, Fish, Chicken, Potatoes, Butter"
1974,"Oil, Milk, Chicken, Cereal, Apples, Sugar, Biscuits"
1975,"Juice, Salt, Chocolate, Sugar"
1976,"Potatoes, Soda, Pasta, Flour, Onions, Cheese"
1977,"Salt, Eggs, Bread, Fish, Butter, Milk"
1978,"Beef, Apples, Rice, Sugar, Milk"
1979,"Rice, Bananas, Potatoes, Salt, Flour"
1980,"Pasta, Oranges"
1981,"Apples, Potatoes"
1982,"Cereal, Tomatoes"
1983,"Chocolate, Biscuits"
1984,"Chocolate, Pasta, Milk, Cheese, Tomatoes, Rice, Potatoes"
1985,"Onions, Yogurt, Eggs, Butter, Salt, Apples, Bread"
1986,"Oranges, Cheese, Yogurt"
1987,"Butter, Potatoes, Grapes, Bananas, Coffee, Biscuits"
1988,"Onions, Flour, Oranges, Biscuits, Eggs, Soda"
1989,"Chocolate, Bananas, Oranges, Salt, Onions, Coffee, Potatoes"
1990,"Sugar, Oranges"
1991,"Carrots, Cheese, Onions, Sugar, Beef, Grapes, Potatoes"
1992,"Flour, Butter, Tomatoes, Rice, Bananas"
1993,"Cheese, Onions, Flour, Carrots, Cereal, Bananas, Tea"
1994,"Sugar, Beef, Oil, Onions"
1995,"Fish, Biscuits, Milk, Tomatoes, Oil, Carrots, Bread"
1996,"Tomatoes, Biscuits"
1997,"Milk, Eggs, Onions, Apples, Chocolate, Cheese, Oil"
1998,"Salt, Yogurt, Chocolate"
1999,"Cereal, Milk, Yogurt, Biscuits, Sugar, Coffee, Potatoes"
2000,"Potatoes, Fish, Cereal"
2001,"Soda, Sugar, Bread, Bananas, Carrots, Chocolate"
2002,"Yogurt, Juice, Apples, Chocolate, Oil"
2003,"Onions, Flour, Oil, Chocolate"
2004,"Fish, Coffee, Juice, Tomatoes"
2005,"Potatoes, Flour"
2006,"Sugar, Bananas, Coffee"
2007,"Bread, Coffee, Yogurt, Butter, Cheese, Flour"
2008,"Biscuits, Sugar, Tea, Potatoes, Flour, Cheese"
2009,"Sugar, Flour, Yogurt, Tomatoes"
2010,"Grapes, Apples, Pasta, Soda, Juice, Chocolate, Cereal"
2011,"Bread, Chocolate, Beef"
2012,"Tomatoes, Coffee, Bread, Onions"
2013,"Carrots, Grapes"
2014,"Oil, Eggs, Grapes, Cheese, Biscuits"
2015,"Bread, Sugar, Apples, Flour, Bananas"
2016,"Onions, Eggs, Chocolate, Milk, Cereal"
2017,"Potatoes, Bread, Carrots, Apples"
2018,"Carrots, Biscuits"
2019,"Biscuits, Butter, Onions, Tomatoes"
2020,"Coffee, Grapes, Chicken, Flour"
2021,"Coffee, Tea, Apples"
2022,"Rice, Oil, Juice, Grapes, Flour, Butter, Beef"
2023,"Potatoes, Butter, Yogurt, Soda"
2024,"Onions, Carrots, Cheese, Beef"
2025,"Butter, Oranges, Rice, Coffee, Flour, Carrots, Chicken"
2026,"Milk, Carrots, Cheese, Tea, Oranges, Bread"
2027,"Chicken, Eggs, Bread"
2028,"Eggs, Pasta, Yogurt, Flour"
2029,"Pasta, Milk, Cheese, Fish"
2030,"Fish, Carrots, Juice, Tomatoes, Potatoes, Beef, Chicken"
2031,"Tea, Potatoes"
2032,"Sugar, Cheese, Juice, Apples, Potatoes"
2033,"Beef, Coffee, Fish"
2034,"Flour, Grapes, Rice"
2035,"Pasta, Biscuits, Rice, Carrots, Potatoes, Bananas"
2036,"Oil, Butter"
2037,"Soda, Eggs, Fish, Coffee, Flour, Pasta"
2038,"Bread, Biscuits, Beef, Oranges, Fish, Apples, Milk"
2039,"Biscuits, Bananas, Carrots"
2040,"Milk, Potatoes, Onions, Bread, Butter, Cheese, Yogurt"
2041,"Flour, Cereal, Apples, Oranges"
2042,"Bananas, Tea, Cheese, Flour, Onions, Tomatoes"
2043,"Rice, Salt"
2044,"Pasta, Tea, Milk"
2045,"Bananas, Butter, Pasta, Chocolate, Onions, Fish, Sugar"
2046,"Soda, Oranges, Onions"
2047,"Cereal, Oranges, Soda, Butter"
2048,"Oil, Tea, Flour, Beef, Bananas, Salt, Yogurt"
2049,"Tea, Carrots, Oil, Fish, Onions, Sugar"
2050,"Potatoes, Coffee"
2051,"Soda, Bananas, Tea"
2052,"Flour, Bread, Cheese, Soda, Rice, Fish"
2053,"Grapes, Chocolate"
2054,"Cereal, Bread, Chicken, Tomatoes, Bananas"
2055,"Biscuits, Potatoes, Onions, Oranges, Apples, Chocolate, Butter"
2056,"Rice, Chicken, Oranges, Bread, Flour"
2057,"Onions, Flour, Yogurt, Cheese"
2058,"Bread, Beef"
2059,"Beef, Biscuits, Soda"
2060,"Pasta, Carrots, Chicken, Cereal"
2061,"Coffee, Apples, Tea, Pasta, Grapes"
2062,"Eggs, Butter, Carrots, Oranges, Beef, Cereal"
2063,"Rice, Pasta, Biscuits, Tea, Coffee, Onions"
2064,"Pasta, Tea, Cereal, Coffee, Yogurt"
2065,"Cheese, Soda, Eggs"
2066,"Apples, Tomatoes, Oranges, Sugar, Biscuits, Onions, Eggs"
2067,"Butter, Salt, Milk"
2068,"Biscuits, Juice, Pasta, Beef, Soda, Butter"
2069,"Yogurt, Oil"
2070,"Grapes, Butter, Yogurt"
2071,"Chocolate, Oil, Cheese, Biscuits, Sugar"
2072,"Cheese, Flour, Rice, Yogurt"
2073,"Onions, Tomatoes, Eggs, Apples, Sugar, Beef"
2074,"Fish, Tea, Biscuits, Sugar, Pasta, Oil, Eggs"
2075,"Onions, Juice, Beef, Cheese, Bananas, Carrots, Soda"
2076,"Butter, Apples, Salt, Eggs, Chicken, Cereal"
2077,"Eggs, Coffee, Yogurt, Flour"
2078,"Rice, Soda, Bread"
2079,"Oil, Eggs, Milk, Soda, Juice, Rice, Butter"
2080,"Tomatoes, Onions, Soda, Potatoes, Bread, Carrots"
2081,"Pasta, Bread"
2082,"Sugar, Pasta, Chocolate, Chicken, Cereal, Cheese"
2083,"Pasta, Eggs, Apples"
2084,"Eggs, Yogurt, Oranges"
2085,"Tomatoes, Oranges, Onions, Bananas"
2086,"Bread, Milk, Tomatoes"
2087,"Milk, Soda, Biscuits, Fish, Butter"
2088,"Juice, Oranges"
2089,"Chicken, Tea, Milk"
2090,"Oil, Oranges, Bread, Rice, Soda"
2091,"Milk, Bananas, Potatoes, Chicken, Cheese, Fish, Coffee"
2092,"Cereal, Tea, Eggs, Pasta"
2093,"Eggs, Fish"
2094,"Fish, Coffee, Tea, Chocolate, Grapes"
2095,"Grapes, Milk, Bread, Carrots, Soda"
2096,"Fish, Carrots, Milk, Grapes, Sugar, Chocolate"
2097,"Bananas, Onions, Oil, Soda, Tomatoes, Tea"
2098,"Beef, Milk, Oil, Salt, Pasta, Flour"
2099,"Cheese, Cereal, Carrots, Bananas, Oranges, Juice"
2100,"Tomatoes, Apples, Chocolate, Soda, Biscuits"
2101,"Biscuits, Potatoes, Rice, Butter, Chicken"
2102,"Rice, Sugar, Coffee, Soda, Eggs, Flour, Grapes"
2103,"Salt, Yogurt, Fish, Oil"
2104,"Chicken, Juice, Rice, Coffee"
2105,"Biscuits, Sugar, Tomatoes, Eggs, Onions"
2106,"Eggs, Coffee"
2107,"Eggs, Flour, Chocolate"
2108,"Chocolate, Butter, Sugar, Yogurt, Soda"
2109,"Cheese, Grapes, Potatoes, Sugar, Oil, Onions, Chicken"
2110,"Grapes, Cheese"
2111,"Beef, Soda, Chocolate, Grapes, Bread, Biscuits, Cereal"
2112,"Chicken, Beef, Chocolate, Carrots, Tomatoes, Bread, Bananas"
2113,"Coffee, Bread, Juice, Tea, Flour, Sugar"
2114,"Milk, Grapes, Salt"
2115,"Butter, Chocolate, Sugar"
2116,"Coffee, Cereal, Beef, Bread, Fish, Juice, Tea"
2117,"Cereal, Oil, Chocolate, Tea, Tomatoes, Potatoes"
2118,"Rice, Oil, Juice, Bananas, Cereal"
2119,"Fish, Biscuits, Salt, Juice"
2120,"Oil, Grapes, Butter, Fish, Beef, Oranges, Flour"
2121,"Rice, Butter, Cereal, Apples, Sugar, Juice, Soda"
2122,"Bananas, Carrots, Flour, Tea, Onions"
2123,"Cheese, Juice, Chicken, Salt, Eggs, Sugar, Pasta"
2124,"Coffee, Chicken, Bread, Onions, Pasta"
2125,"Pasta, Sugar"
2126,"Coffee, Oil"
2127,"Butter, Cereal"
2128,"Cereal, Juice, Biscuits"
2129,"Bananas, Flour, Salt, Carrots, Tomatoes"
2130,"Biscuits, Butter"
2131,"Biscuits, Tomatoes, Carrots, Yogurt"
2132,"Soda, Apples, Milk, Butter, Coffee"
2133,"Biscuits, Coffee, Juice, Sugar, Soda"
2134,"Biscuits, Grapes, Oil, Cheese"
2135,"Beef, Potatoes, Pasta, Oil, Biscuits, Chicken"
2136,"Potatoes, Tomatoes, Rice"
2137,"Grapes, Juice, Salt, Rice, Beef, Carrots, Coffee"
2138,"Yogurt, Juice, Chicken"
2139,"Butter, Cereal, Flour, Tea, Potatoes, Tomatoes, Fish"
2140,"Chocolate, Eggs, Rice, Apples, Cheese"
2141,"Oranges, Salt, Sugar, Flour, Chicken, Eggs, Cereal"
2142,"Apples, Carrots, Biscuits, Cereal, Oil, Potatoes"
2143,"Oranges, Tea, Coffee, Cheese, Chocolate, Flour"
2144,"Chocolate, Sugar"
2145,"Flour, Cheese"
2146,"Chocolate, Juice, Apples, Oil, Sugar"
2147,"Flour, Oranges, Chicken, Cheese, Butter"
2148,"Oil, Biscuits, Fish, Bananas"
2149,"Bananas, Butter, Beef"
2150,"Fish, Flour"
2151,"Tea, Tomatoes, Biscuits"
2152,"Flour, Grapes, Soda"
2153,"Rice, Juice, Tea, Chicken, Tomatoes, Carrots, Onions"
2154,"Butter, Tea, Juice"
2155,"Flour, Rice"
2156,"Biscuits, Tea, Coffee, Apples, Yogurt"
2157,"Onions, Eggs, Juice, Bread, Tomatoes, Bananas"
2158,"Chocolate, Fish, Sugar, Flour, Onions, Grapes, Beef"
2159,"Bananas, Flour, Beef, Onions, Biscuits, Sugar"
2160,"Flour, Pasta, Oil, Butter, Grapes, Yogurt"
2161,"Fish, Milk, Flour, Butter, Bananas, Carrots"
2162,"Oil, Tea, Potatoes, Chocolate"
2163,"Oil, Grapes, Tomatoes, Juice"
2164,"Bananas, Sugar, Onions"
2165,"Sugar, Oil, Yogurt, Coffee, Butter, Onions, Biscuits"
2166,"Apples, Grapes, Oranges"
2167,"Oil, Fish, Cheese"
